rule,Def,num,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
"Alc1->P1, I4","alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",3,0.116273034,0.568047337,2.022815518,0.067507253,0.589668616,2.015488229,0.064418955,0.604347826,2.014726183,0.067361668,0.604316547,2.065418613,0.071996561,0.595026643,2.010645584,0.086205377,0.580071174,2.039958919,0.113956466,0.577505407,2.123612612
"A1, D-1, Alc1->P1, I4","atmcond=Clear, druginv=Blank, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,,,,,,,,,,,,,,,,0.052354531,0.566153846,2.08187046
"N1, D-1, S1, Alc1->I4","numfatal=1, druginv=Blank, gender=Male, alcres=Yes->injury=Fatal Injury (K)",5,0.071459469,0.825174825,1.858210755,,,,,,,,,,,,,,,,0.070849338,0.834870075,1.90374753
"S1, Ag3->I4","gender=Male, age=20-30->injury=Fatal Injury (K)",3,0.09801886,0.501549358,1.129438736,,,,,,,,,,,,,,,,,,
"N1, D0, Alc0->I4","numfatal=1, druginv=No(drugs not involved), alcres=No->injury=Fatal Injury (K)",4,,,,0.069627315,0.612966601,1.356731707,0.070327888,0.597440945,1.308095585,0.065070455,0.597894737,1.322946301,0.06415216,0.585868499,1.289520399,0.054032613,0.582146249,1.32726069,,,
"P1, D-1, Alc0->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,,,,0.073340285,0.624260355,1.577742643,0.071600412,0.644329897,1.646956272,0.068772835,0.65506653,1.669235797,,,,,,
"P1, Alc0->I4","ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",3,0.101998443,0.639717851,1.440580293,0.155768802,0.643317972,1.423911007,0.157571544,0.626439429,1.371587699,0.15110551,0.644357596,1.425753475,0.144745326,0.636879433,1.40179754,0.131159101,0.625210084,1.425443811,0.099231754,0.603896104,1.377059437
"D-1, Alc1->P1, I4","druginv=Blank, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",4,0.064797993,0.534236805,1.902416274,,,,,,,,,,,,,,,,0.066936975,0.558456973,2.05356739
"S1, D-1, P1->I4","gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,,,,0.123967864,0.528795812,1.170429257,,,,,,,,,,0.120846188,0.531807603,1.21249141,,,
"N1, A1, Alc0->I4","numfatal=1, atmcond=Clear, alcres=No->injury=Fatal Injury (K)",4,0.094990916,0.707474227,1.593160839,0.143271591,0.705107084,1.560674163,0.132545476,0.68339307,1.496287568,0.133921411,0.706771463,1.563855032,0.130560928,0.700692042,1.542251688,0.118730718,0.698651452,1.592885998,0.094963722,0.679735234,1.549994797
"A1, D-1, Alc1->S1, I4","atmcond=Clear, druginv=Blank, alcres=Yes->gender=Male, injury=Fatal Injury (K)",5,0.059953283,0.677419355,2.10774975,,,,,,,,,,,,,,,,0.062455541,0.675384615,2.128824422
"S1, Ag5, Alc0->N1, P1, I4","gender=Male, age=45+, alcres=No->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.051216246,0.518058691,1.941799242,0.054107288,0.50377562,1.850249948,,,,,,,,,,,,
"A1, P1, D-1->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank->injury=Fatal Injury (K)",4,,,,,,,0.123392423,0.516488846,1.130851149,0.119372208,0.504600484,1.116516509,0.12389856,0.515652952,1.134973124,,,,,,
"N1, D-1, Alc1->A1, I4","numfatal=1, druginv=Blank, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",5,0.062981227,0.608187135,1.800265067,,,,,,,,,,,,,,,,0.066154503,0.644044321,1.888605563
"A1, P1, D-1, Ag5->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, age=45+->numfatal=1, injury=Fatal Injury (K)",6,,,,,,,,,,,,,0.051579626,0.50686378,1.291586621,,,,,,
"A1, P1, Alc0->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,0.07959166,0.646521434,1.455901276,0.114818121,0.641921397,1.420819848,0.113196617,0.629104958,1.37742387,0.109863673,0.643192488,1.42317547,0.106920266,0.641521599,1.412015137,0.098986338,0.640250855,1.459735923,0.076326647,0.605872388,1.381565943
"S1, P1, Alc1->I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",4,0.101738905,0.757244044,1.705237464,0.055679536,0.776049767,1.717697705,0.052601089,0.797891037,1.746980604,0.056707527,0.804878049,1.78093295,0.06017623,0.77994429,1.716689111,0.072631115,0.76155268,1.736297258,0.097880211,0.766146993,1.747038837
"A1, Ag5, Alc0->N1, P1, I4","atmcond=Clear, age=45+, alcres=No->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.054340549,0.507820647,1.903424774,,,,,,,,,,,,,,,
"N1, P1, Alc1->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",4,0.104593823,0.750931677,1.691022648,0.06237447,0.776388889,1.718448314,0.059668636,0.798449612,1.748203603,0.061748196,0.792647059,1.753869753,0.066408769,0.779319042,1.715312914,0.078096078,0.765112263,1.744412906,0.102575046,0.75775092,1.727893338
"S1, Alc0->P1, I4","gender=Male, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",4,0.075525564,0.532641855,1.89673666,0.111024325,0.526455026,1.799424084,0.113660063,0.519047619,1.730359212,0.110551037,0.521339816,1.781822732,0.102514507,0.523887974,1.770261976,0.090877038,0.502926829,1.768662392,0.074690568,0.509956289,1.875219858
"A1, D-1, P1, Ag5->N1, I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->numfatal=1, injury=Fatal Injury (K)",6,,,,0.053782638,0.521081081,1.318816337,,,,,,,,,,0.052710445,0.524561404,1.39731137,,,
"S1, P1, F12, Alc0->N1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,,,,,,,0.051895979,0.502774695,1.285130398,,,,,,,,,
"A1, S1, Ag4->I4","atmcond=Clear, gender=Male, age=30-45->injury=Fatal Injury (K)",4,0.055887187,0.505477308,1.138284085,,,,,,,,,,,,,,,,0.057902973,0.5,1.140145985
"S1, D-1, Ag5->N1, I4","gender=Male, druginv=Blank, age=45+->numfatal=1, injury=Fatal Injury (K)",5,,,,0.081231868,0.546546547,1.383267481,0.081103001,0.537221796,1.357763198,0.087066102,0.558823529,1.428395487,0.083816892,0.554371002,1.41264418,0.078096078,0.537621359,1.432100099,,,
"N1, A1, S1, D-1, Ag5->I4","numfatal=1, atmcond=Clear, gender=Male, druginv=Blank, age=45+->injury=Fatal Injury (K)",6,,,,0.060477572,0.585313175,1.295523999,0.058973468,0.587759815,1.286898774,0.06415397,0.600214362,1.328078877,0.062862669,0.614495798,1.352530251,0.059321287,0.580172414,1.322760457,,,
"A1, D-1, Alc0->I4","atmcond=Clear, druginv=Blank, alcres=No->injury=Fatal Injury (K)",4,0.069037114,0.799599198,1.800617014,0.093505914,0.792060491,1.75313562,0.087591241,0.76673428,1.678762955,0.090846603,0.807535642,1.786813337,0.088007737,0.803729146,1.769040547,0.083208462,0.791282481,1.804079531,0.066439038,0.778333333,1.774827251
"N1, D-1, Alc1->I4","numfatal=1, druginv=Blank, alcres=Yes->injury=Fatal Injury (K)",4,0.085820573,0.828738513,1.866235821,0.053447891,0.844797178,1.869862265,,,,0.05384351,0.87037037,1.925846125,0.057489792,0.872756933,1.920973515,0.065226972,0.832395951,1.897815928,0.08557405,0.833102493,1.899716926
"N1, F8, P5->I4","numfatal=1, fhevent=Pedestrian, ptype=Pedestrian->injury=Fatal Injury (K)",4,,,,0.061147065,0.956369983,2.116815951,0.058278299,0.972920696,2.130207643,0.061519074,0.958928571,2.121796578,0.064367075,0.961476726,2.116249387,0.055090348,0.931445604,2.123643564,0.051216389,0.946123522,2.15743787
"A1, P1, Ag5, Alc0->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",5,,,,0.058803838,0.696169089,1.540890929,0.057698992,0.664,1.453826484,0.057394891,0.674293405,1.491991669,0.055448098,0.685258964,1.508282857,0.052974879,0.718899522,1.639050457,,,
"N1, A1, S1, P1, Ag5->I4","numfatal=1, atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",6,0.05986677,0.567678425,1.278354747,0.072974782,0.518636003,1.14794168,0.076236821,0.516889238,1.131727807,0.077213885,0.513719512,1.136693947,0.07339351,0.525789069,1.15728313,0.071220802,0.515634971,1.17561872,0.062455541,0.545341615,1.243538106
"N1, A1, Alc0->S1, I4","numfatal=1, atmcond=Clear, alcres=No->gender=Male, injury=Fatal Injury (K)",5,0.06730686,0.50128866,1.559729642,,,,,,,0.096918318,0.511487304,1.612995908,,,,,,,,,
"Alc1->S1, I4","alcres=Yes->gender=Male, injury=Fatal Injury (K)",3,0.137209101,0.67032967,2.085690622,0.076433832,0.667641326,2.13769259,0.072181671,0.677173913,2.132319607,0.075724596,0.67934224,2.142333243,0.082634859,0.68294849,2.152224399,0.098193037,0.660735469,2.160865924,0.132166738,0.669790916,2.11119298
"Alc0->A1, I4","alcres=No->atmcond=Clear, injury=Fatal Injury (K)",3,0.113418116,0.555038103,1.642941213,0.161571078,0.531961793,1.597668092,,,,0.15454233,0.520046261,1.565879203,0.150870406,0.530011325,1.559862552,0.137152931,0.524789207,1.583439776,0.111751316,0.530205872,1.554783929
"Ag5, Alc0->I4","age=45+, alcres=No->injury=Fatal Injury (K)",3,0.067739424,0.765395894,1.723594612,0.109127427,0.757552285,1.676755638,0.110531804,0.723275208,1.583609418,0.111238401,0.744631902,1.647627851,0.107242639,0.748687172,1.647890923,0.094226532,0.759232955,1.731008414,0.071489543,0.734649123,1.675214496
"P1, Ag5->I4","ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",3,0.108140843,0.539257981,1.214354764,0.142378933,0.517437145,1.145288144,0.151894334,0.506373117,1.108702784,0.147439569,0.505102041,1.11762629,0.146572104,0.514522822,1.132485662,0.136535919,0.513594164,1.170965795,0.109972969,0.519838601,1.185383788
"A1, Alc0->N1, I4","atmcond=Clear, alcres=No->numfatal=1, injury=Fatal Injury (K)",4,0.094990916,0.603628367,1.631744691,0.143271591,0.633761106,1.604000855,0.132545476,0.604012672,1.526569068,0.133921411,0.619501855,1.583493906,0.130560928,0.618635438,1.576402351,0.118730718,0.613667426,1.634669394,0.094963722,0.586813187,1.60058591
"N1, S2, Alc0->I4","numfatal=1, gender=Fenale, alcres=No->injury=Fatal Injury (K)",4,,,,0.058580674,0.738396624,1.634356767,0.055265902,0.717293233,1.570511896,0.054072631,0.745655608,1.649892979,0.054588438,0.716502116,1.577050305,0.050418687,0.736164736,1.678414174,,,
"P1, Alc1->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",4,0.104593823,0.673537604,1.82072525,0.06237447,0.721290323,1.825530605,0.059668636,0.738880918,1.867432271,0.061748196,0.729364005,1.864309928,0.066408769,0.721120187,1.837553247,0.078096078,0.690568979,1.839517508,0.102575046,0.680830973,1.857027903
"D-1, Alc1->N1, I4","druginv=Blank, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",4,0.085820573,0.707560628,1.912697216,0.053447891,0.778861789,1.971239579,,,,0.05384351,0.784641068,2.005602309,0.057489792,0.790251108,2.01371216,0.065226972,0.731948566,1.949743245,0.08557405,0.713946588,1.947353731
"A1, S1, P1, Alc1->I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",5,0.076563717,0.755764304,1.701905239,,,,,,,,,,,,,0.056765095,0.757647059,1.727392661,0.077109119,0.768794326,1.753075529
"S1, Alc1->N1, A1, I4","gender=Male, alcres=Yes->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",5,0.090665282,0.530096105,1.882451883,0.051774158,0.557692308,1.893913779,0.051905921,0.602960969,2.100143714,0.052927025,0.58703939,2.044799216,0.057704707,0.577419355,1.961118437,0.067430586,0.555555556,1.960428547,0.090980225,0.559003497,1.951930242
"P1, Ag5, Alc0->N1, I4","ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,0.072528453,0.634146341,1.604975858,0.073456146,0.595305164,1.504561896,0.070683927,0.606090373,1.549213139,0.066623684,0.596727623,1.520577015,0.061084178,0.616548043,1.642342697,,,
"S1, Alc1->D-1, I4","gender=Male, alcres=Yes->druginv=Blank, injury=Fatal Injury (K)",4,,,,,,,,,,,,,0.052224371,0.522580645,1.862556677,,,,0.082230758,0.505244755,1.777460152
"Ag3, Alc1->S1, I4","age=20-30, alcres=Yes->gender=Male, injury=Fatal Injury (K)",4,0.054070421,0.655136268,2.038417261,,,,,,,,,,,,,,,,,,
R6->I4,rfun=Rural-Local Road or Street->injury=Fatal Injury (K),2,0.051907604,0.539083558,1.213961981,,,,,,,,,,,,,,,,0.051429791,0.550647372,1.255636782
"N1, A1, P1, Ag5, Alc0->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",6,,,,0.054340549,0.698708752,1.546512184,0.052021782,0.660294118,1.445712463,0.051094054,0.670676692,1.48398906,,,,,,,,,
"A1, S1, Ag5, Alc0->N1, I4","atmcond=Clear, gender=Male, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,0.050212006,0.679758308,1.720416255,,,,0.051895979,0.652737752,1.668447391,,,,,,,,,
"N1, S1, Alc1->P1, I4","numfatal=1, gender=Male, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.091703435,0.609545716,2.170591168,0.0508815,0.597640891,2.042737478,,,,0.052927025,0.635488308,2.171956712,0.055448098,0.605633803,2.046488079,0.06575584,0.604048583,2.124281207,0.088490539,0.618290258,2.273587354
"D-1, S1, Alc1->N1, P1, I4","druginv=Blank, gender=Male, alcres=Yes->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,0.051215503,0.509028375,2.038052991,,,,,,,,,,,,,,,,0.052283397,0.531453362,2.188392316
"N1, A1, D-1, Alc1->I4","numfatal=1, atmcond=Clear, druginv=Blank, alcres=Yes->injury=Fatal Injury (K)",5,0.062981227,0.831050228,1.871441572,,,,,,,,,,,,,,,,0.066154503,0.834080717,1.901947563
"A1, P1, F12, Alc0->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,0.053001562,0.539160045,1.364572812,0.056076932,0.512711864,1.295817306,0.051781418,0.510158014,1.304002723,0.051579626,0.539932508,1.375852115,0.051564566,0.530371714,1.412788704,,,
"A1, P1, Ag5, Alc0->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,0.054340549,0.64332893,1.628216287,0.052021782,0.598666667,1.513057687,0.051094054,0.600269179,1.534333723,,,,,,,,,
"N1, S1, P1, Ag3->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=20-30->injury=Fatal Injury (K)",5,0.059953283,0.543103448,1.223014369,,,,,,,,,,,,,,,,0.05527102,0.544880785,1.24248728
"N1, S1, P1, Ag5, Alc0->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->injury=Fatal Injury (K)",6,,,,0.051216246,0.67699115,1.498442749,0.054107288,0.654978962,1.434074942,0.053041586,0.661428571,1.463525982,,,,,,,,,
"A1, S1, P1, D-1->N1, I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank->numfatal=1, injury=Fatal Injury (K)",6,,,,,,,,,,,,,0.088222652,0.502755664,1.28111835,,,,,,
"A1, P5->N1, I4","atmcond=Clear, ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K)",4,,,,0.050100424,0.920081967,2.328657043,,,,,,,0.051579626,0.887245841,2.260873438,,,,,,
"S1, P1, D-1, Ag5->I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, age=45+->injury=Fatal Injury (K)",5,,,,,,,0.059668636,0.55917481,1.22431197,0.061748196,0.565582371,1.251449562,0.05845691,0.573839662,1.263044442,,,,,,
"D-1, Alc1->N1, P1, I4","druginv=Blank, alcres=Yes->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,,,,,,,,,,,,,,,,0.060250391,0.502670623,2.069872179
"A1, S1, P1, Alc0->N1, I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,0.052945757,0.576271186,1.557792012,0.076880161,0.584393554,1.47905536,0.075309929,0.569675723,1.439786579,0.072746019,0.567470956,1.450498968,0.069202665,0.581227437,1.481079553,0.062406346,0.558800316,1.488515985,0.052852468,0.563732929,1.537632424
"Alc1->N1, I4","alcres=Yes->numfatal=1, injury=Fatal Injury (K)",3,0.142832425,0.697802198,1.886317962,0.08681098,0.7582846,1.919160291,0.082145754,0.770652174,1.947730282,0.084660328,0.75950668,1.9413569,0.091661294,0.757548845,1.930380492,0.107360071,0.722419929,1.924361139,0.138853322,0.703677001,1.919342506
"N1, S1, F12, Alc0->P1, I4","numfatal=1, gender=Male, fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,,,,0.055381763,0.555168409,1.850775796,0.051895979,0.549757282,1.878947263,,,,,,,,,
"N1, P1, D-1, Alc0->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->injury=Fatal Injury (K)",5,,,,,,,0.073340285,0.700221239,1.533132804,0.071600412,0.72337963,1.600603495,0.068772835,0.723163842,1.591713035,,,,,,
"S1, Alc1->N1, P1, I4","gender=Male, alcres=Yes->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.091703435,0.536165908,2.146706522,0.0508815,0.548076923,2.054314255,,,,0.052927025,0.58703939,2.222145202,0.055448098,0.55483871,2.085350982,0.06575584,0.541757444,2.125990384,0.088490539,0.543706294,2.23884683
"N1, S1, Alc1->I4","numfatal=1, gender=Male, alcres=Yes->injury=Fatal Injury (K)",4,0.120598668,0.801610121,1.805145409,0.069627315,0.817824377,1.810161045,0.066272738,0.83625731,1.830983471,0.069882003,0.839064649,1.856576761,0.075435203,0.823943662,1.813533519,0.088232702,0.810526316,1.847954392,0.116019348,0.810636183,1.848487179
"D-1, Alc1->N1, S1, I4","druginv=Blank, alcres=Yes->numfatal=1, gender=Male, injury=Fatal Injury (K)",5,0.071459469,0.589158345,2.140188973,,,,,,,,,,,,,0.053415602,0.599406528,2.236929955,0.070849338,0.591097923,2.166229041
"A1, P1, Ag5->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",4,0.084955446,0.552305962,1.243737505,0.10577996,0.517749863,1.14598031,0.109257328,0.508081897,1.112444152,0.108488945,0.500264131,1.106921572,0.107242639,0.515229737,1.134041611,0.105068312,0.522120018,1.19040426,0.085004979,0.52229021,1.190974172
"P5->N1, A1, I4","ptype=Pedestrian->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",4,,,,0.050100424,0.710443038,2.412652712,,,,,,,0.051579626,0.682788051,2.318987447,,,,,,
"N1, A1, S1, D-1, Alc0->I4","numfatal=1, atmcond=Clear, gender=Male, druginv=Blank, alcres=No->injury=Fatal Injury (K)",6,,,,0.056349029,0.765151515,1.693575668,0.053759703,0.744783307,1.630701349,0.057165769,0.793322734,1.755364803,0.053406404,0.791401274,1.741906399,,,,,,
"A1, D-1, P1, Ag5->I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",5,,,,0.057353269,0.555675676,1.229924773,,,,,,,,,,0.057117673,0.568421053,1.295968015,,,
"A1, D-1, Alc0->P1, I4","atmcond=Clear, druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.060477572,0.512287335,1.750998891,0.059321052,0.519269777,1.731099824,0.058196815,0.517311609,1.768055221,0.058027079,0.529931305,1.790682907,0.054208903,0.515507125,1.812904009,,,
"N1, A1, S1, Alc1->P1, I4","numfatal=1, atmcond=Clear, gender=Male, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,0.069988753,0.61802903,2.200800233,,,,,,,,,,,,,0.051035699,0.610759494,2.147881728,0.070280267,0.627700127,2.308189481
"A1, Ag5, Alc0->P1, I4","atmcond=Clear, age=45+, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.058803838,0.549530761,1.87829698,0.057698992,0.539544962,1.798691606,0.057394891,0.527368421,1.802427152,0.055448098,0.523857868,1.770160247,0.052974879,0.571292776,2.009087582,,,
"A1, P1, D-1, Alc0->I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->injury=Fatal Injury (K)",5,,,,,,,0.059321052,0.690958165,1.512851324,0.058196815,0.729885057,1.614997888,0.058027079,0.730717185,1.608338251,,,,,,
"N1, A1, Alc1->S1, P1, I4","numfatal=1, atmcond=Clear, alcres=Yes->gender=Male, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,0.069988753,0.521262887,2.320985249,,,,,,,,,,,,,0.051035699,0.503478261,2.378002027,0.070280267,0.518635171,2.399925355
"D-1, Alc0->N1, I4","druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",4,0.072324596,0.647058824,1.749147086,0.110131667,0.687325905,1.739569264,0.105781485,0.664,1.678179795,0.110092794,0.696881798,1.781282934,0.100687728,0.698732289,1.780504569,0.095813134,0.67057372,1.78625472,0.071560677,0.64445868,1.757819194
"A1, S1, D-1, Alc0->I4","atmcond=Clear, gender=Male, druginv=Blank, alcres=No->injury=Fatal Injury (K)",5,,,,0.062486052,0.772413793,1.709649892,0.060827251,0.753228121,1.64919125,0.06415397,0.790960452,1.750137842,0.060391145,0.797163121,1.754588458,0.056059938,0.777506112,1.772670186,,,
"S1, Ag5->N1, I4","gender=Male, age=45+->numfatal=1, injury=Fatal Injury (K)",4,0.101133316,0.51407212,1.389653796,0.13523767,0.515087123,1.303646087,0.142509559,0.510161759,1.289372222,0.145033795,0.516313214,1.319735884,0.141306684,0.51751279,1.318722351,0.12728074,0.500519931,1.333270395,0.108905961,0.514968046,1.404621806
"N1, D-1, Alc1->S1, I4","numfatal=1, druginv=Blank, alcres=Yes->gender=Male, injury=Fatal Injury (K)",5,0.071459469,0.69005848,2.14707563,,,,,,,,,,,,,0.053415602,0.681664792,2.229313077,0.070849338,0.689750693,2.174106555
"N1, A1, Ag5, Alc0->S1, I4","numfatal=1, atmcond=Clear, age=45+, alcres=No->gender=Male, injury=Fatal Injury (K)",6,,,,0.050212006,0.516647532,1.654231932,,,,0.051895979,0.533568905,1.68263113,,,,,,,,,
"A1, S1, Alc1->P1, I4","atmcond=Clear, gender=Male, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.076563717,0.601222826,2.140953372,,,,,,,,,,,,,0.056765095,0.601869159,2.116616741,0.077109119,0.609673791,2.241902734
"N1, P1, D-1, Alc0->A1, I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",6,,,,,,,0.052369366,0.5,1.508388675,0.050521251,0.510416667,1.536884127,0.052116914,0.548022599,1.612871064,,,,,,
"A1, D-1, Alc0->N1, S1, I4","atmcond=Clear, druginv=Blank, alcres=No->numfatal=1, gender=Male, injury=Fatal Injury (K)",6,,,,,,,,,,0.057165769,0.50814664,1.792166471,,,,,,,,,
"A1, S1, P1, Alc0->I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",5,0.060126309,0.654425612,1.473700692,0.083240348,0.63273961,1.400497008,0.082956784,0.62751972,1.373952993,0.082139993,0.64075067,1.417772522,0.076509779,0.642599278,1.414387153,0.069898634,0.625887924,1.426989248,0.058400911,0.622913505,1.420424665
"Alc0->P1, I4","alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",3,,,,0.155768802,0.512858193,1.752950084,0.157571544,0.509936258,1.699984489,0.15110551,0.50848111,1.737874554,0.144745326,0.508493771,1.718243658,0.131159101,0.501854975,1.76489296,,,
"P1, F12, Alc0->I4","ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,0.05112899,0.591,1.330872589,0.08335193,0.619402985,1.370977909,0.091530529,0.598484848,1.310381209,0.084431206,0.608085809,1.345495823,0.083172147,0.622186495,1.369457787,0.07968268,0.605898123,1.381413627,0.050789586,0.558685446,1.273965937
"A1, S1, Ag5->N1, I4","atmcond=Clear, gender=Male, age=45+->numfatal=1, injury=Fatal Injury (K)",5,0.079332122,0.523103252,1.414066998,0.101874582,0.516987542,1.308455904,0.103348395,0.517101449,1.306911452,0.107457899,0.512568306,1.310163614,0.104663658,0.522532189,1.331512746,0.097576025,0.503181818,1.340361054,0.08592972,0.525903352,1.434448841
"N1, S1, P1, Alc1->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",5,0.091703435,0.759856631,1.711120747,0.0508815,0.77027027,1.704905449,,,,0.052927025,0.804878049,1.78093295,0.055448098,0.778280543,1.713027136,0.06575584,0.764344262,1.742661908,0.088490539,0.768850433,1.753203468
"S1, P1, Alc0->N1, I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,0.066182196,0.5625,1.520565365,0.101205088,0.578075207,1.463064108,0.102305642,0.557097792,1.407997377,0.099094971,0.568704799,1.453652766,0.092198582,0.565963061,1.44218298,0.080828559,0.53909465,1.436024608,0.066865842,0.552616108,1.507310293
"N1, P1, Alc1->A1, I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",5,0.079245609,0.568944099,1.684103673,,,,,,,,,,0.051364711,0.602774275,1.774009299,0.060202732,0.589810017,1.779626236,0.081732821,0.6037835,1.770544105
"D-1, Alc1->S1, I4","druginv=Blank, alcres=Yes->gender=Male, injury=Fatal Injury (K)",4,0.082879142,0.683309558,2.126076764,,,,,,,,,,0.052224371,0.717872969,2.262284405,0.060114588,0.674579624,2.20614178,0.082230758,0.686053412,2.162452662
